FPA_ID,FIRE_YEAR,FIRE_NAME,DISCOVERY_DATE,DISCOVERY_DOY,CAUSE_CLASS,GENERAL_CAUSE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,MONTH
FWS-2005CAPLRY916,2005,APLAUGH,2005-10-28,301,Missing data/not specified/undetermined,Missing data/not specified/undetermined,299.0,D,35.91322,-119.43796999999999,5
W-568760,2005,TAMARACK,2005-09-28,271,Human,Equipment and vehicle use,296.0,D,33.925489,-116.69341899999999,6
SFO-2005CACDFBTU010733,2005,NORD                     ,2005-09-16,259,Human,Debris and open burning,284.0,D,39.86194444,-121.94694444,6
SFO-2005CACDFMMU010084,2005,KIRBY                    ,2005-06-06,157,Human,Missing data/not specified/undetermined,280.0,D,36.98888888,-119.86694444,7
FS-1426358,2005,CORRAL WFU,2005-08-15,227,Natural,Natural,275.0,D,37.5575,-119.16722222,7
W-568416,2005,LAGUNA,2005-09-26,269,Human,Missing data/not specified/undetermined,270.0,D,36.886689000000004,-120.809931,7
SFO-2005CACDFSCU003663,2005,MEAT TRUCK               ,2005-08-27,239,Human,Equipment and vehicle use,270.0,D,37.52888888,-121.25888888,7
W-501302,2005,SIERRA,2005-06-30,181,Human,Debris and open burning,250.0,D,34.6703,-117.4311,7
SFO-2005CACDFFKU006064,2005,CAFKU06064               ,2005-06-03,154,Human,Equipment and vehicle use,250.0,D,36.30388888,-120.38388888,6
SFO-2005CACDFFKU007676,2005,ELWOOD                   ,2005-07-07,188,Human,Missing data/not specified/undetermined,250.0,D,36.78305555,-119.25805555,7
SFO-2005CACDFMMU018533,2005,MORGAN                   ,2005-09-26,269,Natural,Natural,250.0,D,37.06111111,-119.95611111,7
SFO-2005CACDFBDU003456,2005,WARMSPRINGS              ,2005-04-07,97,Human,Smoking,250.0,D,37.355,-118.34111111,7
SFO-2004CACDFLNU007867,2004,RUMSEY                   ,2004-10-10,284,Human,Missing data/not specified/undetermined,39138.0,G,38.91611111,-122.27388888,7
FS-400776,2004,PINES,2004-07-12,194,Human,Missing data/not specified/undetermined,17418.0,G,34.73666667,-118.65527778,7
FS-1418878,2004,POWER,2004-10-06,280,Human,Equipment and vehicle use,16823.0,G,38.52333333,-120.21166667,7
W-121264,2004,CERRITO,2004-05-03,124,Human,Equipment and vehicle use,16460.0,G,33.75,-117.4175,7
W-215457,2004,FRENCH,2004-08-14,227,Human,Arson/incendiarism,12535.0,G,40.681,-122.6409,7
ICS209_2004_CA-LNU-006644,2004,GEYSERS,2004-09-03,247,Missing data/not specified/undetermined,Missing data/not specified/undetermined,12525.0,G,38.770833,-122.725,7
FS-400700,2004,CROWN,2004-07-20,202,Human,Equipment and vehicle use,11966.0,G,34.4325,-118.2,7
FS-399874,2004,BEAR,2004-08-11,224,Human,Equipment and vehicle use,10484.0,G,40.70333333,-122.24722222,7
FS-399900,2004,EAGLE,2004-05-02,123,Human,Missing data/not specified/undetermined,8945.0,G,33.46666667,-117.06777778,7
W-520201,2004,MATAGUAY,2004-07-13,195,Human,Arson/incendiarism,8500.0,G,33.2333,-116.7,8
FS-1418881,2004,FREDS,2004-10-13,287,Human,Power generation/transmission/distribution,7700.0,G,38.78,-120.26,8
FS-399911,2004,GAVIOTA,2004-06-05,157,Human,Missing data/not specified/undetermined,7440.0,G,34.50777778,-120.22694444,8
FS-401194,2004,FOOTHILL,2004-07-17,199,Human,Power generation/transmission/distribution,6061.0,G,34.335,-118.51583333,6
W-220930,2004,MEADOW,2004-07-01,183,Natural,Natural,5633.0,G,37.6569,-119.5702,6
W-125593,2004,MINERAL,2004-08-06,219,Human,Arson/incendiarism,5000.0,G,39.0488,-120.4002,8
SFO-2004CACDFFKU007654,2004,FKU 7654                 ,2004-06-26,178,Human,Debris and open burning,5000.0,G,36.31194444,-116.945,8
FS-402004,2004,SIMS,2004-07-28,210,Human,Power generation/transmission/distribution,4030.0,F,40.71833333,-123.57111111,8
FS-397391,2004,VERBENIA,2004-07-11,193,Human,Missing data/not specified/undetermined,3833.0,F,33.90416667,-116.70694444,8
W-122809,2004,MELTON,2004-07-17,199,Human,Equipment and vehicle use,3667.0,F,33.6014,-116.9178,8
SFO-2004CACDFTCU006440,2004,HWY 4 #2                 ,2004-08-06,219,Human,Missing data/not specified/undetermined,3443.0,F,37.93694444,-120.73305555,8
FS-399992,2004,STRAYLOR,2004-07-22,204,Human,Equipment and vehicle use,3422.0,F,40.83416667,-121.11722222,6
W-208205,2004,BLUFF,2004-07-04,186,Natural,Natural,3413.0,F,40.4738,-121.3808,8
FS-400735,2004,DEEP,2004-08-12,225,Human,Missing data/not specified/undetermined,3222.0,F,36.15111111,-118.71666667,6
FS-399021,2004,COLE COMPLEX,2004-06-25,177,Natural,Natural,3128.0,F,38.55416667,-119.53055556,5
SFO-2004CACDFTCU007413,2004,PATTISON                 ,2004-09-03,247,Human,Equipment and vehicle use,2476.0,F,38.19888888,-120.89888888,7
W-567689,2004,IRONGATE,2004-07-24,206,Natural,Natural,2400.0,F,41.953881,-122.450639,7
W-220999,2004,HETCHY,2004-10-15,289,Human,Arson/incendiarism,2310.0,F,37.9544,-119.7246,6
FS-394796,2004,PLEASURE,2004-04-25,116,Human,Missing data/not specified/undetermined,2300.0,F,33.49194444,-116.82333333,7
ICS209_2004_CA-MCP-001042,2004,INDIA,2004-05-02,123,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2040.0,F,33.369167,-117.3175,6
W-566952,2004,OREGON,2004-08-11,224,Human,Equipment and vehicle use,2030.0,F,39.591,-121.512169,6
W-124917,2004,BORDER 16,2004-09-13,257,Human,Debris and open burning,1880.0,F,32.6001,-116.5509,6
W-121476,2004,COTTONWOOD,2004-05-12,133,Human,Recreation and ceremony,1845.0,F,33.9833,-116.6689,6
FS-399922,2004,EARLY,2004-08-09,222,Human,Power generation/transmission/distribution,1750.0,F,37.86944444,-119.96222222,5
FWS-2004CALURA8KU,2004,PELICAN SJR,2004-07-19,201,Human,Arson/incendiarism,1500.0,F,37.613,-121.16799999999999,6
SFO-2004CACDFMMU017290,2004,OLD HIGHWAY              ,2004-09-12,256,Human,Arson/incendiarism,1347.0,F,37.49805555,-119.96694444,6
FS-400777,2004,EAST,2004-08-07,220,Human,Equipment and vehicle use,1330.0,F,34.57388889,-118.69222222,5
W-566994,2004,GATOS,2004-07-11,193,Human,Equipment and vehicle use,1307.0,F,36.233819,-120.560469,7
SFO-2004CACDFSCU004410,2004,KINCAID                  ,2004-08-08,221,Human,Equipment and vehicle use,1246.0,F,37.39611111,-121.655,5
SFO-2004CACDFLNU006675,2004,CEMENT                   ,2004-09-04,248,Human,Missing data/not specified/undetermined,1200.0,F,38.30888888,-121.97888888,7
FS-401771,2004,CACHUMA,2004-05-03,124,Human,Equipment and vehicle use,1127.0,F,34.71972222,-119.91138889,8
ICS209_2004_CA-BDF-9304,2004,RUNWAY,2004-09-07,251,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1007.0,F,34.033333,-117.46666699999999,5
W-125599,2004,STEPHEN,2004-08-08,221,Human,Other causes,955.0,E,39.0777,-120.9377,8
W-124549,2004,STONEY,2004-08-13,226,Natural,Natural,910.0,E,40.5682,-120.193,8
ICS209_2004_CA-SQF-1461,2004,CRAG,2004-06-16,168,Natural,Natural,871.0,E,36.149722,-118.129167,6
W-125723,2004,CHUCKER,2004-08-16,229,Natural,Natural,862.0,E,35.9236,-117.5112,6
FS-397385,2004,CITRUS,2004-07-22,204,Human,Missing data/not specified/undetermined,830.0,E,33.71138889,-116.9025,8
FS-403077,2004,TUOLUMNE,2004-09-12,256,Human,Missing data/not specified/undetermined,800.0,E,37.84777778,-120.04111111,8
FS-399996,2004,FREDS'S,2004-09-22,266,Human,Arson/incendiarism,768.0,E,36.23333333,-121.46916667,7
SFO-2004CACDFTUU004886,2004,FRAZIER                  ,2004-05-07,128,Human,Equipment and vehicle use,750.0,E,36.20305555,-118.965,8
SFO-2004CACDFSCU003829,2004,CORRAL HOLLOW            ,2004-07-10,192,Human,Equipment and vehicle use,700.0,E,37.65611111,-121.485,8
SFO-2004CACDFAEU015503,2004,SCOTT                    ,2004-09-04,248,Human,Missing data/not specified/undetermined,700.0,E,38.50388888,-121.10388888,8
FS-400686,2004,CAMP,2004-07-22,204,Human,Missing data/not specified/undetermined,691.0,E,35.69944444,-118.42416667,7
SFO-2004CACDFMVU005269,2004,WARNER                   ,2004-07-01,183,Human,Missing data/not specified/undetermined,600.0,E,33.35111111,-117.11305555,7
W-567877,2004,CASTLE,2004-06-08,160,Human,Arson/incendiarism,571.0,E,36.406331,-119.054,7
FS-395368,2004,COTTONWOOD,2004-05-04,125,Human,Debris and open burning,560.0,E,40.1525,-120.5,7
W-123010,2004,ROCKY,2004-07-15,197,Human,Other causes,510.0,E,35.0752,-118.3331,8
SFO-2004CACDFFKU008892,2004,MENDOTA                  ,2004-07-18,200,Human,Smoking,500.0,E,36.72694444,-120.34194444,8
W-124872,2004,SNAKE,2004-08-13,226,Natural,Natural,480.0,E,41.1882,-120.0677,8
SFO-2004CACDFRRU035197,2004,GAFFORD                  ,2004-05-02,123,Human,Missing data/not specified/undetermined,450.0,E,33.63388888,-117.26694444,8
W-124367,2004,BELFAST,2004-08-13,226,Natural,Natural,446.9,E,40.4352,-120.4844,8
ICS209_2004_CA-SCU-003929,2004,SILVER,2004-07-15,197,Missing data/not specified/undetermined,Missing data/not specified/undetermined,435.0,E,37.233333,-121.766667,8
W-567688,2004,LIGHT 37,2004-07-24,206,Natural,Natural,400.0,E,41.851719,-122.46958899999998,8
W-567157,2004,LONG,2004-08-26,239,Human,Missing data/not specified/undetermined,400.0,E,39.047011,-122.58365,8
SFO-2004CACDFMMU016500,2004,BEAR                     ,2004-09-02,246,Human,Missing data/not specified/undetermined,400.0,E,37.41111111,-119.95,8
FS-401241,2004,SOURCE,2004-06-16,168,Human,Missing data/not specified/undetermined,385.0,E,37.21861111,-119.38972222,8
SFO-2004CACDFLNU006125,2004,MIX                      ,2004-08-18,231,Human,Missing data/not specified/undetermined,377.0,E,38.41,-122.05111111,6
SFO-2004CACDFRRU035567,2004,SCHOOL INC               ,2004-05-03,124,Human,Missing data/not specified/undetermined,377.0,E,33.47805555,-116.90194444,8
FS-400773,2004,INTERSTATE,2004-06-25,177,Human,Equipment and vehicle use,375.0,E,34.62166667,-118.71805556,7
SFO-2004CACDFTGU003837,2004,"BLACK, H",2004-07-01,183,Human,Debris and open burning,375.0,E,40.17888888,-122.26611111,8
W-122123,2004,SKEDADDLE,2004-06-22,174,Natural,Natural,368.0,E,40.4028,-120.17271000000001,8
ICS209_2004_CA-MRN-01778,2004,DOLCINI,2004-09-07,251,Missing data/not specified/undetermined,Missing data/not specified/undetermined,360.0,E,38.152221999999995,-122.766667,7
FS-1418840,2004,MOKE,2004-06-20,172,Human,Recreation and ceremony,354.0,E,38.505,-120.11833333,7
FS-400657,2004,CHINA,2004-09-11,255,Human,Missing data/not specified/undetermined,350.0,E,35.53305556,-118.64194444,6
SFO-2004CACDFRRU056039,2004,LAKEVIEW                 ,2004-07-13,195,Human,Missing data/not specified/undetermined,350.0,E,33.63388888,-117.26694444,8
ICS209_2004_CA-BDF-3917,2004,UPPER SANTA ANA BURN ESCAPE,2004-03-25,85,Human,Missing data/not specified/undetermined,350.0,E,34.201944,-116.885278,8
W-214475,2004,HOTSPRINGS,2004-08-12,225,Natural,Natural,332.0,E,36.468579999999996,-118.3927,8
SFO-2004CACDFMEU006378,2004,CREEK                    ,2004-08-08,221,Human,Equipment and vehicle use,328.0,E,39.66388888,-123.35388888,8
W-124387,2004,BTU OREGON,2004-08-12,225,Human,Power generation/transmission/distribution,320.0,E,39.5482,-121.5311,7
SFO-2004CACDFNEU011956,2004,SUNSET                   ,2004-07-13,195,Human,Missing data/not specified/undetermined,320.0,E,38.74805555,-121.27194444,7
SFO-2004CACDFTUU005509,2004,STAGE                    ,2004-05-21,142,Human,Equipment and vehicle use,313.0,E,35.88388888,-118.90194444,7
ICS209_2004_CA-SBC-5251,2004,JALAMA,2004-07-19,201,Missing data/not specified/undetermined,Missing data/not specified/undetermined,307.0,E,34.516667,-120.48472199999999,6
SFO-2004CACDFBEU002411,2004,CABEU002411              ,2004-06-30,182,Human,Equipment and vehicle use,300.0,E,36.59805555,-121.39111111,6
SFO-2004CACDFMMU008972,2004,BASALT                   ,2004-05-21,142,Human,Equipment and vehicle use,300.0,E,37.06388888,-121.06111111,7
SFO-2004CACDFSCU003038,2004,PRIDMORE                 ,2004-06-04,156,Human,Equipment and vehicle use,300.0,E,37.68888888,-121.465,7
SFO-2004CACDFNEU009119,2004,BEALE                    ,2004-06-03,155,Human,Equipment and vehicle use,300.0,E,39.15194444,-121.35,7
W-123280,2004,SKU IRON,2004-07-24,206,Natural,Natural,290.0,D,41.9832,-122.2745,7
FS-402827,2004,MUNZ,2004-09-05,249,Human,Missing data/not specified/undetermined,283.0,D,34.67361111,-118.35833333,7
SFO-2004CACDFSCU003485,2004,FREEWAY                  ,2004-06-25,177,Human,Missing data/not specified/undetermined,280.0,D,37.57194444,-121.61611111,7
FS-399153,2004,HAMILTON,2004-04-09,100,Human,Debris and open burning,275.39,D,40.11805556,-122.78555556,8
ICS209_2004_CA-HUU-005468,2004,PILOT,2004-10-06,280,Human,Missing data/not specified/undetermined,274.0,D,40.625,-123.65166699999999,8
W-125603,2004,HUNT,2004-08-10,223,Human,Equipment and vehicle use,260.0,D,38.080999999999996,-120.7172,5
W-433147,2004,BEND,2004-05-03,124,Human,Missing data/not specified/undetermined,250.0,D,32.7356,-114.6761,7
SFO-2004CACDFSCU002683,2004,UNION PACIFIC            ,2004-05-16,137,Human,Railroad operations and maintenance,250.0,D,37.22194444,-121.76,8
SFO-2004CACDFSCU004477,2004,SAN ANTONE               ,2004-08-12,225,Human,Missing data/not specified/undetermined,250.0,D,37.355,-121.505,7
W-125562,2004,RASACO,2004-07-14,196,Human,Arson/incendiarism,245.0,D,37.9227,-120.4602,7
SFO-2004CACDFRRU070756,2004,MORALES                  ,2004-09-02,246,Human,Missing data/not specified/undetermined,245.0,D,33.45194444,-117.09194444,8
ICS209_2004_CA-KRN-36563,2004,223,2004-07-13,195,Missing data/not specified/undetermined,Missing data/not specified/undetermined,225.0,D,35.283889,-118.58333300000001,8
FS-396981,2004,CRATER MOUNTAIN,2004-05-25,146,Natural,Natural,222.0,D,37.86916667,-119.02055556,8
FS-401240,2004,NEHOUSE,2004-09-11,255,Human,Missing data/not specified/undetermined,204.0,D,37.39027778,-119.31583333,8
W-122828,2004,WEST,2004-06-18,170,Human,Equipment and vehicle use,200.0,D,35.5055,-118.3506,8
FS-393571,2003,CEDAR,2003-10-25,298,Human,Recreation and ceremony,280059.0,G,32.98555556,-116.7275,8
ICS209_2003_CA-VNC-03080298,2003,SIMI INCIDENT,2003-10-25,298,Missing data/not specified/undetermined,Missing data/not specified/undetermined,108204.0,G,34.384722,-118.6675,8
FS-390261,2003,OLD,2003-10-25,298,Human,Arson/incendiarism,91281.0,G,34.19694444,-117.27611111,7
FS-388185,2003,PIRU,2003-10-23,296,Human,Equipment and vehicle use,63720.0,G,34.4875,-118.75888889,8
FS-390260,2003,GRAND PRIX,2003-10-21,294,Human,Arson/incendiarism,59788.0,G,34.16833333,-117.48138889,7
FS-393709,2003,PARADISE,2003-10-26,299,Human,Arson/incendiarism,56427.0,G,33.25555556,-116.95277778,8
W-120086,2003,OTAY,2003-10-26,299,Human,Missing data/not specified/undetermined,47921.0,G,32.5667,-116.7675,8
ICS209_2003_CA-SCU-003581,2003,SANTA CLARA COMPLEX,2003-08-25,237,Natural,Natural,30170.0,G,37.0,-121.5,8
W-116570,2003,COYOTE,2003-07-16,197,Natural,Natural,19575.8,G,33.4328,-116.7453,6
W-565844,2003,LIGHTNING HONEYDEW4M,2003-09-03,246,Natural,Natural,13846.0,G,40.174369,-124.073169,7
SFO-2003CACDFRRU015024,2003,LOCAL                    ,2003-02-23,54,Human,Debris and open burning,12000.0,G,33.67805555,-116.20805555,7
SFO-2003CACDFHUU004501,2003,CANOE                    ,2003-09-03,246,Natural,Natural,11036.0,G,40.29,-123.94,8
FS-392895,2003,PADUA,2003-10-25,298,Human,Arson/incendiarism,10446.0,G,34.18583333,-117.68222222,8
ICS209_2003_CA-RRU-082809,2003,MOUNTAIN,2003-10-26,299,Missing data/not specified/undetermined,Missing data/not specified/undetermined,10331.0,G,33.617222,-116.98388899999999,8
FS-392261,2003,ACKLEY,2003-07-26,207,Natural,Natural,9940.0,G,41.75305556,-121.32388889,8
ICS209_2003_CA-LAC-03220027,2003,VERDALE,2003-10-24,297,Missing data/not specified/undetermined,Missing data/not specified/undetermined,8650.0,G,34.433333000000005,-118.67583300000001,8
W-119912,2003,ROBLAR 2,2003-10-21,294,Human,Equipment and vehicle use,8592.0,G,33.3692,-117.3517,6
W-214376,2003,WEST KERN,2003-08-21,233,Natural,Natural,7963.0,G,36.361,-118.41916,6
W-117157,2003,SMOKE,2003-07-21,202,Natural,Natural,7790.0,G,40.6899,-120.006,6
SFO-2003CACDFSCU001791,2003,BIRD                     ,2003-06-01,152,Human,Equipment and vehicle use,6804.0,G,37.60194444,-121.37,8
FS-391716,2003,SUMMIT,2003-08-27,239,Natural,Natural,6721.0,G,36.21805556,-118.13138889,6
FS-394522,2003,SPANISH,2003-09-28,271,Human,Recreation and ceremony,6058.0,G,39.61666667,-122.85083333,7
FS-392254,2003,CHILCOOT COMPLEX,2003-07-20,201,Natural,Natural,5635.0,G,39.76916667,-120.16027778,7
W-220856,2003,SOK,2003-07-29,210,Natural,Natural,5524.8,G,38.0606,-119.8664,7
W-116231,2003,DELPUERTO,2003-07-20,201,Natural,Natural,5018.0,G,37.4497,-121.4174,1
FS-394544,2003,DEAFY,2003-09-03,246,Natural,Natural,4696.0,F,39.51138889,-122.78472222,8
FS-390204,2003,CANYON,2003-07-25,206,Human,Arson/incendiarism,4300.0,F,33.79444444,-116.89444444,8
FS-387254,2003,MUDD,2003-08-31,243,Natural,Natural,4102.0,F,38.42472222,-119.96111111,2
FS-393016,2003,LOMA,2003-09-14,257,Human,Missing data/not specified/undetermined,3740.0,F,40.76777778,-123.31916667,5
W-214346,2003,WILLIAMS,2003-07-28,209,Natural,Natural,3471.0,F,36.71499,-118.69571,5
FS-392087,2003,MOUNTAIN,2003-07-20,201,Natural,Natural,3090.0,F,38.13111111,-119.88638889,7
ICS209_2003_CA-RRU-81407,2003,PASS,2003-10-21,294,Human,Missing data/not specified/undetermined,2857.0,F,33.985556,-117.267222,7
W-220857,2003,KIBBIESUPP,2003-09-26,269,Natural,Natural,2771.9,F,38.0605,-119.8513,7
FS-385211,2003,DEXTER,2003-09-02,245,Natural,Natural,2515.0,F,37.83138889,-118.795,5
FS-393661,2003,HOOKER,2003-09-03,246,Natural,Natural,2241.0,F,36.08583333,-118.20027778,6
FWS-2003AZHVRB175,2003,LIGHTNING,2003-07-16,197,Natural,Natural,2180.0,F,35.00583333,-114.66055556,5
FS-392974,2003,HAUSER,2003-07-24,205,Human,Missing data/not specified/undetermined,2038.0,F,34.55,-118.30833333,7
SFO-2003CACDFRRU056005,2003,LOCAL                    ,2003-07-22,203,Human,Missing data/not specified/undetermined,2020.0,F,33.925,-116.88611111,7
W-119313,2003,COOPRSTOWN,2003-08-26,238,Natural,Natural,2000.0,F,37.7608,-120.52600000000001,6
SFO-2003CACDFSCU003140,2003,HOOVER                   ,2003-08-04,216,Human,Missing data/not specified/undetermined,2000.0,F,37.21111111,-121.38305555,7
SFO-2003CACDFRRU063401,2003,LOCUST                   ,2003-08-18,230,Human,Equipment and vehicle use,1898.0,F,33.98305555,-117.16388888,6
FS-393640,2003,COONEY,2003-08-01,213,Natural,Natural,1850.0,F,36.34361111,-118.53694444,7
ICS209_2003_CA-KRN-33853,2003,GRAPEVINE,2003-07-20,201,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1830.0,F,34.916944,-118.918333,7
ICS209_2003_CA-RRU-50865,2003,STAGE,2003-07-04,185,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1621.0,F,33.617222,-116.96722199999999,6
W-220874,2003,TUOLUMNE,2003-08-31,243,Natural,Natural,1600.0,F,37.8586,-119.7161,6
SFO-2003CACDFMMU009901,2003,152                      ,2003-06-15,166,Human,Equipment and vehicle use,1558.0,F,37.07888888,-121.20805555,8
W-566603,2003,CHIMNEY INCIDENT,2003-08-10,222,Human,Equipment and vehicle use,1500.0,F,35.114119,-120.000881,8
FS-394518,2003,HAPPY CAMP,2003-09-03,246,Natural,Natural,1481.0,F,39.54055556,-122.73527778,8
W-119788,2003,LNU MORGAN,2003-09-03,246,Natural,Natural,1465.0,F,38.8899,-122.4211,8
FS-391356,2003,BRIDGE,2003-09-05,248,Human,Missing data/not specified/undetermined,1352.0,F,34.16888889,-117.18277778,7
W-118239,2003,BARBER,2003-07-31,212,Natural,Natural,1330.0,F,41.2616,-120.0811,7
W-214404,2003,PARADISE 2,2003-09-27,270,Natural,Natural,1297.0,F,36.47999,-118.75033,7
W-220865,2003,WHISKEY,2003-07-31,212,Natural,Natural,1225.0,F,37.8497,-119.6053,7
W-565865,2003,CALIENTE FIRE,2003-06-16,167,Human,Missing data/not specified/undetermined,1223.0,F,35.305144,-118.66668100000001,8
SFO-2003CACDFSHU011176,2003,WHITMORE                 ,2003-10-27,300,Human,Recreation and ceremony,1200.0,F,40.64194444,-121.82805555,8
SFO-2003CACDFSLU005133,2003,PARKHILL                 ,2003-07-20,201,Human,Equipment and vehicle use,1200.0,F,35.38888888,-120.44611111,8
W-119949,2003,SECRET,2003-10-15,288,Human,Equipment and vehicle use,1195.0,F,40.6249,-120.2508,7
ICS209_2003-CA-KRN-0333259,2003,TEJON,2003-06-29,180,Human,Missing data/not specified/undetermined,1155.0,F,34.871389,-118.882778,7
W-116239,2003,BASIN,2003-07-23,204,Human,Arson/incendiarism,1117.0,F,35.4327,-118.4226,7
W-116246,2003,LMU A3,2003-07-02,183,Human,Equipment and vehicle use,1113.0,F,40.2982,-120.4594,7
FS-391185,2003,BOX,2003-07-20,201,Natural,Natural,1031.0,F,38.12694444,-119.89388889,6
FS-387255,2003,WHITT,2003-08-31,243,Natural,Natural,1014.0,F,38.37805556,-119.99972222,9
SFO-2003CACDFFKU006009,2003,FKU6009                  ,2003-05-28,148,Human,Smoking,1000.0,F,36.65611111,-119.76388888,9
SFO-2003CACDFMMU011084,2003,I-5                      ,2003-06-30,181,Human,Missing data/not specified/undetermined,1000.0,F,36.875,-120.99111111,9
FS-388122,2003,DEL VENTURI,2003-08-11,223,Human,Missing data/not specified/undetermined,861.0,E,36.07111111,-121.39,8
SFO-2003CACDFRRU050488,2003,STATE FIRE               ,2003-07-03,184,Human,Missing data/not specified/undetermined,850.0,E,33.66305555,-117.28388888,8
ICS209_2003_CA-KRN-37559,2003,HILLSIDE,2003-07-15,196,Human,Missing data/not specified/undetermined,835.0,E,35.168056,-118.468056,8
FS-392217,2003,COD FISH,2003-08-31,243,Natural,Natural,814.0,E,39.06833333,-120.71138889,8
SFO-2003CACDFTCU006447,2003,LIGHTNING 23             ,2003-08-26,238,Human,Equipment and vehicle use,800.0,E,37.71805555,-120.49111111,8
W-222056,2003,PACIFIC,2003-01-06,6,Human,Power generation/transmission/distribution,772.0,E,34.0417,-118.8509,8
W-114279,2003,LUNDY,2003-04-24,114,Human,Missing data/not specified/undetermined,739.8,E,38.051,-119.2954,8
SFO-2003CACDFMMU010475,2003,26 FIRE                  ,2003-06-23,174,Human,Equipment and vehicle use,700.0,E,37.12,-120.06611111,9
SFO-2003CACDFTUU007233,2003,FRAZIER                  ,2003-07-08,189,Human,Equipment and vehicle use,699.0,E,36.11694444,-118.92,8
W-115375,2003,HUNTER,2003-07-03,184,Human,Equipment and vehicle use,681.0,E,37.6169,-120.2174,8
SFO-2003CACDFMMU015304,2003,WHITEROCK                ,2003-08-26,238,Natural,Natural,640.0,E,37.32388888,-120.09805555,9
W-114588,2003,NEW IDRIA,2003-05-18,138,Human,Missing data/not specified/undetermined,628.0,E,36.5377,-120.8349,9
FWS-2003CASARZ300,2003,NATURE,2003-06-23,174,Missing data/not specified/undetermined,Missing data/not specified/undetermined,610.0,E,39.90527778,-122.02055556,9
SFO-2003CACDFSCU001735,2003,DEL PUERTO CYN.          ,2003-05-29,149,Human,Debris and open burning,597.0,E,37.42694444,-121.37888888,9
W-581296,2003,CHIMNEY,2003-06-28,179,Human,Arson/incendiarism,565.0,E,36.0153,-118.8244,2
ICS209_2003_CA-KRN-28424,2003,SHALLOCK,2003-06-06,157,Human,Missing data/not specified/undetermined,564.0,E,35.972221999999995,-119.07777800000001,5
FS-392423,2003,YELLOW,2003-09-05,248,Natural,Natural,554.0,E,41.73861111,-121.61333333,6
W-115213,2003,SAWMILL,2003-06-26,177,Human,Misuse of fire by a minor,536.0,E,35.6816,-118.579,1
FS-394495,2003,BOARDMAN,2003-09-03,246,Natural,Natural,510.0,E,39.48777778,-122.92888889,3
FS-393880,2003,CHINA,2003-07-30,211,Natural,Natural,509.0,E,35.56222222,-118.65,6
SFO-2003CACDFBEU002241,2003,DAIN                     ,2003-07-02,183,Human,Equipment and vehicle use,500.0,E,36.80305555,-121.42694444,5
SFO-2003CACDFSCU003460,2003,PLUS                     ,2003-08-20,232,Human,Equipment and vehicle use,500.0,E,37.09305555,-121.59305555,5
W-117172,2003,SHINN,2003-07-22,203,Natural,Natural,474.0,E,40.5749,-120.2344,6
FS-389147,2003,GILLAM,2003-10-16,289,Human,Power generation/transmission/distribution,460.0,E,35.15194444,-120.00833333,3
FS-384461,2003,WOODLOT,2003-07-08,189,Human,Smoking,458.0,E,37.67194444,-119.79194444,9
ICS209_2003_CA-KRN-36708,2003,155,2003-07-11,192,Human,Missing data/not specified/undetermined,457.0,E,35.701944,-118.86861100000002,8
FWS-2003CALKRA631,2003,OKLAHOMA,2003-09-29,272,Human,Debris and open burning,427.0,E,41.99833333,-121.70277778,8
W-581292,2003,VALLEY,2003-07-03,184,Human,Arson/incendiarism,425.0,E,36.015,-118.8178,9
FWS-2003CASLRA459,2003,ELK GROVE 1,2003-07-22,203,Missing data/not specified/undetermined,Missing data/not specified/undetermined,422.0,E,38.38,-121.48,8
SFO-2003CACDFTCU004924,2003,GREIG                    ,2003-07-13,194,Human,Equipment and vehicle use,420.0,E,37.60194444,-120.52694444,6
FS-389403,2003,SNAKE,2003-09-03,246,Natural,Natural,412.0,E,37.56777778,-119.19,8
W-119343,2003,MICHAELS,2003-09-15,258,Human,Firearms and explosives use,412.0,E,36.003,-117.9701,8
FS-394513,2003,FELKNER,2003-09-03,246,Natural,Natural,407.0,E,39.51805556,-122.685,6
FS-394485,2003,BEAR,2003-09-04,247,Natural,Natural,403.0,E,39.57333333,-122.875,8
W-566720,2003,42,2003-09-03,246,Natural,Natural,400.0,E,39.398680999999996,-122.497739,6
SFO-2003CACDFLNU004073,2003,CAPAY                    ,2003-06-29,180,Human,Smoking,400.0,E,38.73,-122.145,9
FS-381099,2002,MCNALLY,2002-07-21,202,Human,Recreation and ceremony,150696.0,G,35.87361111,-118.45805556,9
FS-381848,2002,PINES,2002-07-29,210,Human,Equipment and vehicle use,61690.0,G,33.1025,-116.57361111,6
FS-383531,2002,WILLIAMS,2002-09-22,265,Human,Arson/incendiarism,37240.0,G,34.23027778,-117.7875,6
FS-383584,2002,COPPER,2002-06-05,156,Human,Missing data/not specified/undetermined,23407.0,G,34.48111111,-118.55277778,5
FS-380369,2002,CANNON,2002-06-15,166,Human,Recreation and ceremony,23020.0,G,38.45611111,-119.54555556,6
FS-380579,2002,WOLF,2002-06-01,152,Human,Equipment and vehicle use,21645.0,G,34.60916667,-119.36416667,7
